record_birds,record_id,species_common_name,species_scientific_name,species_abbreviation,count,accompanying_numbers,accompanying_ocurrence,record_ship,date,time,lat,long,ship_act,speed,cloud_cover,precipitation,wind_speed,sea_state,obs
1,1083001,Royal / Wandering albatross,Diomedea epomophora / sanfordi / antipodensis / exulans,DIOEPOSANANTEXU,6,6,Y,1,1975-10-15T00:00:00Z, 14:00:00,-45.916666666666664,165.4,1,15,2,8,5,5,JEFF
2,1083001,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,2,2,Y,1,1975-10-15T00:00:00Z, 14:00:00,-45.916666666666664,165.4,1,15,2,8,5,5,JEFF
3,1083001,Cape petrel,Daption capense,DAPCAP,8,8,Y,1,1975-10-15T00:00:00Z, 14:00:00,-45.916666666666664,165.4,1,15,2,8,5,5,JEFF
4,1083001,Fairy prion,Pachyptila turtur,PACTUR,2,2,Y,1,1975-10-15T00:00:00Z, 14:00:00,-45.916666666666664,165.4,1,15,2,8,5,5,JEFF
5,1083001,Sooty shearwater,Puffinus griseus,PUFGRI,4,4,Y,1,1975-10-15T00:00:00Z, 14:00:00,-45.916666666666664,165.4,1,15,2,8,5,5,JEFF
6,1084001,Royal albatross sensu lato,Diomedea epomophora / sanfordi,DIOEPOSAN,10,0,N,2,1975-11-03T00:00:00Z, 13:10:00,-35.53333333333333,125,1,14,1,0,4,4,JEFF
7,1084001,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,2,0,N,2,1975-11-03T00:00:00Z, 13:10:00,-35.53333333333333,125,1,14,1,0,4,4,JEFF
9,1084002,Royal albatross sensu lato,Diomedea epomophora / sanfordi,DIOEPOSAN,10,0,N,3,1975-11-04T00:00:00Z, 14:20:00,-37.666666666666664,132.25,1,14.5,2,0,4,4,JEFF
10,1084002,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,2,0,N,3,1975-11-04T00:00:00Z, 14:20:00,-37.666666666666664,132.25,1,14.5,2,0,4,4,JEFF
15,1084003,Royal albatross sensu lato,Diomedea epomophora / sanfordi,DIOEPOSAN,14,0,N,4,1975-11-08T00:00:00Z, 16:15:00,-40,162,1,14.6,1,2,4,4,JEFF
16,1084003,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,4,0,N,4,1975-11-08T00:00:00Z, 16:15:00,-40,162,1,14.6,1,2,4,4,JEFF
17,1084003,Giant petrel sensu lato,Macronectes sp.,MACSP,3,0,N,4,1975-11-08T00:00:00Z, 16:15:00,-40,162,1,14.6,1,2,4,4,JEFF
18,1084003,Cape petrel,Daption capense,DAPCAP,8,8,Y,4,1975-11-08T00:00:00Z, 16:15:00,-40,162,1,14.6,1,2,4,4,JEFF
20,1086001,Fairy prion,Pachyptila turtur,PACTUR,6,6,Y,5,1975-11-16T00:00:00Z, 12:30:00,-36.166666666666664,174.91666666666666,1,15,1,0,0,1,JEFF
23,1086002,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,22,0,N,6,1975-11-16T00:00:00Z, 15:30:00,-35.416666666666664,174.56666666666666,1,15,2,0,3,3,JEFF
24,1086002,Australasian gannet,Morus serrator,MORSER,7,0,N,6,1975-11-16T00:00:00Z, 15:30:00,-35.416666666666664,174.56666666666666,1,15,2,0,3,3,JEFF
25,1086003,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,4,0,N,7,1975-11-17T00:00:00Z, 14:30:00,-35.25,168,1,15,1,8,3,3,JEFF
26,1086003,Wandering albatross sensu lato JUV,Diomedea antipodensis / exulans JUV,DIOANTEXU JUV,2,0,N,7,1975-11-17T00:00:00Z, 14:30:00,-35.25,168,1,15,1,8,3,3,JEFF
27,1086003,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,3,0,N,7,1975-11-17T00:00:00Z, 14:30:00,-35.25,168,1,15,1,8,3,3,JEFF
28,1086003,Northern giant petrel,Macronectes halli,MACHAL,3,0,N,7,1975-11-17T00:00:00Z, 14:30:00,-35.25,168,1,15,1,8,3,3,JEFF
29,1086003,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,7,1975-11-17T00:00:00Z, 14:30:00,-35.25,168,1,15,1,8,3,3,JEFF
30,1086003,Sooty shearwater,Puffinus griseus,PUFGRI,1,1,Y,7,1975-11-17T00:00:00Z, 14:30:00,-35.25,168,1,15,1,8,3,3,JEFF
31,1086004,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,4,0,N,8,1975-11-17T00:00:00Z, 16:30:00,-35.3,167.33333333333334,1,15,1,8,2,3,JEFF
32,1086004,Wandering albatross sensu lato JUV,Diomedea antipodensis / exulans JUV,DIOANTEXU JUV,2,0,N,8,1975-11-17T00:00:00Z, 16:30:00,-35.3,167.33333333333334,1,15,1,8,2,3,JEFF
33,1086004,Royal albatross sensu lato,Diomedea epomophora / sanfordi,DIOEPOSAN,3,0,N,8,1975-11-17T00:00:00Z, 16:30:00,-35.3,167.33333333333334,1,15,1,8,2,3,JEFF
34,1086004,Northern giant petrel,Macronectes halli,MACHAL,1,0,N,8,1975-11-17T00:00:00Z, 16:30:00,-35.3,167.33333333333334,1,15,1,8,2,3,JEFF
35,1086004,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,8,1975-11-17T00:00:00Z, 16:30:00,-35.3,167.33333333333334,1,15,1,8,2,3,JEFF
36,1086005,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,3,0,N,9,1975-11-18T00:00:00Z, 14:30:00,-36.5,161,1,15,1,0,3,4,JEFF
37,1086005,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,4,0,N,9,1975-11-18T00:00:00Z, 14:30:00,-36.5,161,1,15,1,0,3,4,JEFF
38,1086005,Northern royal albatross AD,Diomedea sanfordi AD,DIOSAN AD,2,0,N,9,1975-11-18T00:00:00Z, 14:30:00,-36.5,161,1,15,1,0,3,4,JEFF
39,1086005,Royal albatross sensu lato,Diomedea epomophora / sanfordi,DIOEPOSAN,4,0,N,9,1975-11-18T00:00:00Z, 14:30:00,-36.5,161,1,15,1,0,3,4,JEFF
40,1086005,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2,0,N,9,1975-11-18T00:00:00Z, 14:30:00,-36.5,161,1,15,1,0,3,4,JEFF
42,1086006,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,1,0,N,10,1975-11-18T00:00:00Z, 16:30:00,-36.333333333333336,160.5,1,15,1,0,2,3,JEFF
43,1086006,Royal albatross sensu lato,Diomedea epomophora / sanfordi,DIOEPOSAN,3,0,N,10,1975-11-18T00:00:00Z, 16:30:00,-36.333333333333336,160.5,1,15,1,0,2,3,JEFF
44,1086007,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,1,0,N,11,1975-11-20T00:00:00Z, 12:00:00,-39.18333333333333,146.28333333333333,1,15,2,0,7,5,JEFF
45,1086007,Sooty shearwater,Puffinus griseus,PUFGRI,1,0,N,11,1975-11-20T00:00:00Z, 12:00:00,-39.18333333333333,146.28333333333333,1,15,2,0,7,5,JEFF
46,1086007,Australasian gannet,Morus serrator,MORSER,1,0,N,11,1975-11-20T00:00:00Z, 12:00:00,-39.18333333333333,146.28333333333333,1,15,2,0,7,5,JEFF
48,1087002,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,3,0,N,13,1975-11-23T00:00:00Z, 14:30:00,-39.666666666666664,154.16666666666666,1,15,2,0,6,5,JEFF
49,1087002,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,2,0,N,13,1975-11-23T00:00:00Z, 14:30:00,-39.666666666666664,154.16666666666666,1,15,2,0,6,5,JEFF
50,1087002,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,3,0,N,13,1975-11-23T00:00:00Z, 14:30:00,-39.666666666666664,154.16666666666666,1,15,2,0,6,5,JEFF
51,1087002,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,3,0,N,13,1975-11-23T00:00:00Z, 14:30:00,-39.666666666666664,154.16666666666666,1,15,2,0,6,5,JEFF
52,1087003,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,3,0,N,14,1975-11-23T00:00:00Z, 16:00:00,-39.666666666666664,155,1,15,2,0,6,5,JEFF
53,1087003,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,2,0,N,14,1975-11-23T00:00:00Z, 16:00:00,-39.666666666666664,155,1,15,2,0,6,5,JEFF
54,1087003,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,3,0,N,14,1975-11-23T00:00:00Z, 16:00:00,-39.666666666666664,155,1,15,2,0,6,5,JEFF
55,1087003,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,6,6,Y,14,1975-11-23T00:00:00Z, 16:00:00,-39.666666666666664,155,1,15,2,0,6,5,JEFF
56,1087003,Sooty shearwater,Puffinus griseus,PUFGRI,48,48,Y,14,1975-11-23T00:00:00Z, 16:00:00,-39.666666666666664,155,1,15,2,0,6,5,JEFF
57,1087003,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,1,0,N,14,1975-11-23T00:00:00Z, 16:00:00,-39.666666666666664,155,1,15,2,0,6,5,JEFF
58,1087004,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,3,0,N,15,1975-11-24T00:00:00Z, 12:00:00,-39.85,161.93333333333334,1,15,2,0,6,5,JEFF
59,1087004,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,2,0,N,15,1975-11-24T00:00:00Z, 12:00:00,-39.85,161.93333333333334,1,15,2,0,6,5,JEFF
60,1087004,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,3,0,N,15,1975-11-24T00:00:00Z, 12:00:00,-39.85,161.93333333333334,1,15,2,0,6,5,JEFF
61,1087005,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,3,0,N,16,1975-11-24T00:00:00Z, 14:00:00,-39.93333333333333,162.08333333333334,1,15,2,0,6,5,JEFF
62,1087005,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,2,0,N,16,1975-11-24T00:00:00Z, 14:00:00,-39.93333333333333,162.08333333333334,1,15,2,0,6,5,JEFF
63,1087005,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,3,0,N,16,1975-11-24T00:00:00Z, 14:00:00,-39.93333333333333,162.08333333333334,1,15,2,0,6,5,JEFF
64,1087006,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,3,0,N,17,1975-11-24T00:00:00Z, 16:00:00,-40,164,1,15,2,0,6,5,JEFF
65,1087006,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,2,0,N,17,1975-11-24T00:00:00Z, 16:00:00,-40,164,1,15,2,0,6,5,JEFF
66,1087006,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,3,0,N,17,1975-11-24T00:00:00Z, 16:00:00,-40,164,1,15,2,0,6,5,JEFF
68,1087008,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,0,N,19,1975-11-25T00:00:00Z, 10:00:00,-40.1,167.5,1,15,2,0,4,4,JEFF
69,1087008,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,1,0,N,19,1975-11-25T00:00:00Z, 10:00:00,-40.1,167.5,1,15,2,0,4,4,JEFF
70,1087008,Southern royal albatross AD,Diomedea epomophora AD,DIOEPO AD,2,0,N,19,1975-11-25T00:00:00Z, 10:00:00,-40.1,167.5,1,15,2,0,4,4,JEFF
71,1087008,Southern royal albatross SUBAD,Diomedea epomophora SUBAD,DIOEPO SUBAD,3,0,N,19,1975-11-25T00:00:00Z, 10:00:00,-40.1,167.5,1,15,2,0,4,4,JEFF
72,1087008,Cape petrel,Daption capense,DAPCAP,4,0,N,19,1975-11-25T00:00:00Z, 10:00:00,-40.1,167.5,1,15,2,0,4,4,JEFF
73,1087008,Broad-billed prion,Pachyptila vittata,PACVIT,48,0,N,19,1975-11-25T00:00:00Z, 10:00:00,-40.1,167.5,1,15,2,0,4,4,JEFF
74,1087009,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,1,0,N,20,1975-11-25T00:00:00Z, 13:00:00,-40.166666666666664,168.66666666666666,1,15,2,0,5,4,JEFF
75,1087009,Royal albatross sensu lato IMM,Diomedea epomophora / sanfordi IMM,DIOEPOSAN IMM,1,0,N,20,1975-11-25T00:00:00Z, 13:00:00,-40.166666666666664,168.66666666666666,1,15,2,0,5,4,JEFF
76,1087009,Fairy prion,Pachyptila turtur,PACTUR,4,0,N,20,1975-11-25T00:00:00Z, 13:00:00,-40.166666666666664,168.66666666666666,1,15,2,0,5,4,JEFF
77,1087009,Buller's shearwater,Puffinus bulleri,PUFBUL,4,0,N,20,1975-11-25T00:00:00Z, 13:00:00,-40.166666666666664,168.66666666666666,1,15,2,0,5,4,JEFF
78,1087009,Sooty shearwater,Puffinus griseus,PUFGRI,2,0,N,20,1975-11-25T00:00:00Z, 13:00:00,-40.166666666666664,168.66666666666666,1,15,2,0,5,4,JEFF
79,1087009,Broad-billed prion,Pachyptila vittata,PACVIT,32,0,N,20,1975-11-25T00:00:00Z, 13:00:00,-40.166666666666664,168.66666666666666,1,15,2,0,5,4,JEFF
80,1087010,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,2,0,N,21,1975-11-25T00:00:00Z, 14:00:00,-40.2,169.08333333333334,1,15,2,0,4,4,JEFF
81,1087010,Buller's shearwater,Puffinus bulleri,PUFBUL,2,0,N,21,1975-11-25T00:00:00Z, 14:00:00,-40.2,169.08333333333334,1,15,2,0,4,4,JEFF
82,1087010,Skua (unidentified),Catharacta / Stercorarius sp.,SKUAUN,1,0,N,21,1975-11-25T00:00:00Z, 14:00:00,-40.2,169.08333333333334,1,15,2,0,4,4,JEFF
83,1087011,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,2,0,N,22,1975-11-25T00:00:00Z, 15:20:00,-40.21666666666667,169.5,1,15,2,0,4,3,JEFF
84,1087011,Cape petrel,Daption capense,DAPCAP,3,0,N,22,1975-11-25T00:00:00Z, 15:20:00,-40.21666666666667,169.5,1,15,2,0,4,3,JEFF
86,1087011,Sooty shearwater,Puffinus griseus,PUFGRI,2,0,N,22,1975-11-25T00:00:00Z, 15:20:00,-40.21666666666667,169.5,1,15,2,0,4,3,JEFF
88,1088001,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,6,6,Y,23,1975-11-09T00:00:00Z, 16:50:00,-33,152,1,10,1,0,2,3,NESF
89,1088001,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,1,1,Y,23,1975-11-09T00:00:00Z, 16:50:00,-33,152,1,10,1,0,2,3,NESF
90,1088001,Cape petrel,Daption capense,DAPCAP,5,0,N,23,1975-11-09T00:00:00Z, 16:50:00,-33,152,1,10,1,0,2,3,NESF
91,1088001,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1,0,N,23,1975-11-09T00:00:00Z, 16:50:00,-33,152,1,10,1,0,2,3,NESF
92,1088001,Subantarctic skua,Catharacta antarctica,CATANT,1,0,N,23,1975-11-09T00:00:00Z, 16:50:00,-33,152,1,10,1,0,2,3,NESF
94,1088002,Black-winged petrel,Pterodroma nigripennis,PTENIG,2,0,N,24,1975-11-09T00:00:00Z, 18:25:00,-33,152,1,10,2,0,3,4,NESF
100,1088004,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,1,Y,26,1975-11-10T00:00:00Z, 07:15:00,-35,154,1,11,1,0,2,3,NESF
103,1088004,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,26,1975-11-10T00:00:00Z, 07:15:00,-35,154,1,11,1,0,2,3,NESF
104,1088004,Cape petrel,Daption capense,DAPCAP,4,4,Y,26,1975-11-10T00:00:00Z, 07:15:00,-35,154,1,11,1,0,2,3,NESF
105,1088004,Shearwater (unidentified),Puffinus sp.,PUFSP,2,0,N,26,1975-11-10T00:00:00Z, 07:15:00,-35,154,1,11,1,0,2,3,NESF
106,1088005,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,4,4,Y,27,1975-11-10T00:00:00Z, 10:45:00,-36,154,1,11,1,0,3,4,NESF
109,1088005,Cape petrel,Daption capense,DAPCAP,3,3,Y,27,1975-11-10T00:00:00Z, 10:45:00,-36,154,1,11,1,0,3,4,NESF
110,1088005,Sooty shearwater,Puffinus griseus,PUFGRI,2,0,N,27,1975-11-10T00:00:00Z, 10:45:00,-36,154,1,11,1,0,3,4,NESF
119,1088008,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,6,6,Y,30,1975-11-11T00:00:00Z, 11:35:00,-40,158,1,11,1,0,2,3,NESF
120,1088008,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,30,1975-11-11T00:00:00Z, 11:35:00,-40,158,1,11,1,0,2,3,NESF
121,1088008,Cape petrel,Daption capense,DAPCAP,6,6,Y,30,1975-11-11T00:00:00Z, 11:35:00,-40,158,1,11,1,0,2,3,NESF
122,1088008,Prion (unidentified),Pachyptila sp,PACSP,5,0,N,30,1975-11-11T00:00:00Z, 11:35:00,-40,158,1,11,1,0,2,3,NESF
125,1088008,Tern (unidentified),Sterna sp.,STENSP,1,0,N,30,1975-11-11T00:00:00Z, 11:35:00,-40,158,1,11,1,0,2,3,NESF
128,1088010,Cape petrel,Daption capense,DAPCAP,4,4,Y,32,1975-11-11T00:00:00Z, 16:10:00,-40,159,1,11,1,0,2,3,NESF
129,1088010,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1,0,N,32,1975-11-11T00:00:00Z, 16:10:00,-40,159,1,11,1,0,2,3,NESF
130,1088010,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,32,1975-11-11T00:00:00Z, 16:10:00,-40,159,1,11,1,0,2,3,NESF
131,1088010,Prion (unidentified),Pachyptila sp,PACSP,1,0,N,32,1975-11-11T00:00:00Z, 16:10:00,-40,159,1,11,1,0,2,3,NESF
133,1088010,White-bellied storm petrel,Fregetta grallaria,FREGRA,4,4,Y,32,1975-11-11T00:00:00Z, 16:10:00,-40,159,1,11,1,0,2,3,NESF
135,1088011,Giant petrel sensu lato,Macronectes sp.,MACSP,2,2,Y,33,1975-11-11T00:00:00Z, 18:35:00,-41,160,1,11,1,0,2,3,NESF
136,1088011,Cape petrel,Daption capense,DAPCAP,5,5,Y,33,1975-11-11T00:00:00Z, 18:35:00,-41,160,1,11,1,0,2,3,NESF
137,1088011,Prion (unidentified),Pachyptila sp,PACSP,100,0,N,33,1975-11-11T00:00:00Z, 18:35:00,-41,160,1,11,1,0,2,3,NESF
138,1088011,Shearwater (unidentified),Puffinus sp.,PUFSP,8,0,N,33,1975-11-11T00:00:00Z, 18:35:00,-41,160,1,11,1,0,2,3,NESF
139,1088011,Black-winged petrel,Pterodroma nigripennis,PTENIG,1,0,N,33,1975-11-11T00:00:00Z, 18:35:00,-41,160,1,11,1,0,2,3,NESF
140,1088012,Cape petrel,Daption capense,DAPCAP,1,1,Y,34,1975-11-12T00:00:00Z, 06:05:00,-42,161,1,11,2,8,2,3,NESF
141,1088013,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,2,2,Y,35,1975-11-12T00:00:00Z, 07:25:00,-42,162,1,11,1,4,2,3,NESF
142,1088013,Cape petrel,Daption capense,DAPCAP,2,2,Y,35,1975-11-12T00:00:00Z, 07:25:00,-42,162,1,11,1,4,2,3,NESF
143,1088013,Tern (unidentified),Sterna sp.,STENSP,1,0,N,35,1975-11-12T00:00:00Z, 07:25:00,-42,162,1,11,1,4,2,3,NESF
144,1088014,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,36,1975-11-12T00:00:00Z, 10:30:00,-43,162,1,11,2,0,2,3,NESF
145,1088014,Cape petrel,Daption capense,DAPCAP,1,1,Y,36,1975-11-12T00:00:00Z, 10:30:00,-43,162,1,11,2,0,2,3,NESF
146,1088014,Black-bellied storm petrel,Fregetta tropica,FRETRO,1,1,Y,36,1975-11-12T00:00:00Z, 10:30:00,-43,162,1,11,2,0,2,3,NESF
158,1088017,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,3,3,Y,39,1975-11-13T00:00:00Z, 10:30:00,-46,167,1,13,1,8,4,4,NESF
159,1088017,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,5,5,Y,39,1975-11-13T00:00:00Z, 10:30:00,-46,167,1,13,1,8,4,4,NESF
160,1088017,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,1,1,Y,39,1975-11-13T00:00:00Z, 10:30:00,-46,167,1,13,1,8,4,4,NESF
161,1088017,Buller's mollymawk,Thalassarche bulleri,THABUL,3,3,Y,39,1975-11-13T00:00:00Z, 10:30:00,-46,167,1,13,1,8,4,4,NESF
162,1088017,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,2,0,N,39,1975-11-13T00:00:00Z, 10:30:00,-46,167,1,13,1,8,4,4,NESF
163,1088017,Giant petrel sensu lato,Macronectes sp.,MACSP,4,4,Y,39,1975-11-13T00:00:00Z, 10:30:00,-46,167,1,13,1,8,4,4,NESF
164,1088017,Cape petrel,Daption capense,DAPCAP,25,25,Y,39,1975-11-13T00:00:00Z, 10:30:00,-46,167,1,13,1,8,4,4,NESF
165,1088017,Prion (unidentified),Pachyptila sp,PACSP,20,0,N,39,1975-11-13T00:00:00Z, 10:30:00,-46,167,1,13,1,8,4,4,NESF
167,1092001,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,40,1975-10-26T00:00:00Z, 16:05:00,-36,176,1,10,1,8,3,4,NESF
168,1092001,Giant petrel sensu lato,Macronectes sp.,MACSP,3,0,N,40,1975-10-26T00:00:00Z, 16:05:00,-36,176,1,10,1,8,3,4,NESF
169,1092001,Cape petrel,Daption capense,DAPCAP,2,0,N,40,1975-10-26T00:00:00Z, 16:05:00,-36,176,1,10,1,8,3,4,NESF
170,1092001,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,8,0,N,40,1975-10-26T00:00:00Z, 16:05:00,-36,176,1,10,1,8,3,4,NESF
171,1092001,Buller's shearwater,Puffinus bulleri,PUFBUL,2,0,N,40,1975-10-26T00:00:00Z, 16:05:00,-36,176,1,10,1,8,3,4,NESF
172,1092001,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,2,2,Y,40,1975-10-26T00:00:00Z, 16:05:00,-36,176,1,10,1,8,3,4,NESF
173,1092002,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,41,1975-10-27T00:00:00Z, 08:55:00,-34,174,1,10,2,4,2,3,NESF
174,1092002,Buller's shearwater,Puffinus bulleri,PUFBUL,9,0,N,41,1975-10-27T00:00:00Z, 08:55:00,-34,174,1,10,2,4,2,3,NESF
175,1092002,Sooty shearwater,Puffinus griseus,PUFGRI,1,0,N,41,1975-10-27T00:00:00Z, 08:55:00,-34,174,1,10,2,4,2,3,NESF
177,1092003,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,42,1975-10-27T00:00:00Z, 11:50:00,-34,173,1,10,1,0,2,3,NESF
178,1092003,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,4,0,N,42,1975-10-27T00:00:00Z, 11:50:00,-34,173,1,10,1,0,2,3,NESF
179,1092003,Buller's shearwater,Puffinus bulleri,PUFBUL,202,0,N,42,1975-10-27T00:00:00Z, 11:50:00,-34,173,1,10,1,0,2,3,NESF
180,1092003,Australasian gannet,Morus serrator,MORSER,1,0,N,42,1975-10-27T00:00:00Z, 11:50:00,-34,173,1,10,1,0,2,3,NESF
182,1092005,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,1,0,N,44,1975-10-27T00:00:00Z, 16:05:00,-34,172,1,10,2,0,2,3,NESF
183,1092005,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,2,0,N,44,1975-10-27T00:00:00Z, 16:05:00,-34,172,1,10,2,0,2,3,NESF
184,1092005,Giant petrel sensu lato,Macronectes sp.,MACSP,3,3,Y,44,1975-10-27T00:00:00Z, 16:05:00,-34,172,1,10,2,0,2,3,NESF
187,1092005,Australasian gannet,Morus serrator,MORSER,4,0,N,44,1975-10-27T00:00:00Z, 16:05:00,-34,172,1,10,2,0,2,3,NESF
188,1092005,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,8,8,Y,44,1975-10-27T00:00:00Z, 16:05:00,-34,172,1,10,2,0,2,3,NESF
189,1092006,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,2,2,Y,45,1975-10-28T00:00:00Z, 05:30:00,-34,169,1,10,2,0,3,4,NESF
190,1092006,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,45,1975-10-28T00:00:00Z, 05:30:00,-34,169,1,10,2,0,3,4,NESF
191,1092006,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,2,Y,45,1975-10-28T00:00:00Z, 05:30:00,-34,169,1,10,2,0,3,4,NESF
192,1092006,Giant petrel sensu lato,Macronectes sp.,MACSP,2,2,Y,45,1975-10-28T00:00:00Z, 05:30:00,-34,169,1,10,2,0,3,4,NESF
193,1092006,Cape petrel,Daption capense,DAPCAP,2,2,Y,45,1975-10-28T00:00:00Z, 05:30:00,-34,169,1,10,2,0,3,4,NESF
195,1092007,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,5,5,Y,46,1975-10-28T00:00:00Z, 08:55:00,-34,169,1,10,1,8,3,4,NESF
196,1092007,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,3,3,Y,46,1975-10-28T00:00:00Z, 08:55:00,-34,169,1,10,1,8,3,4,NESF
197,1092007,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,2,Y,46,1975-10-28T00:00:00Z, 08:55:00,-34,169,1,10,1,8,3,4,NESF
199,1092007,Giant petrel sensu lato,Macronectes sp.,MACSP,2,2,Y,46,1975-10-28T00:00:00Z, 08:55:00,-34,169,1,10,1,8,3,4,NESF
200,1092007,Cape petrel,Daption capense,DAPCAP,2,0,N,46,1975-10-28T00:00:00Z, 08:55:00,-34,169,1,10,1,8,3,4,NESF
201,1092008,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,8,8,Y,47,1975-10-28T00:00:00Z, 10:55:00,-34,168,1,10,1,0,3,4,NESF
