record_birds,record_id,species_common_name,species_scientific_name,species_abbreviation,count,accompanying_numbers,accompanying_ocurrence,record_ship,date,time,lat,long,ship_act,speed,cloud_cover,precipitation,wind_speed,sea_state,obs
22301,11022002,Yellow-nosed mollymawk sensu lato,Thalassarche carteri / chlororhynchos,THACARCHL,2,0,N,5875,1985-05-25T00:00:00Z, 15:30:00,-34,151,1,8,2,8,3,4,CART
22302,11022002,Sooty albatross AD,Phoebetria fusca AD,PHOFUS AD,1,0,N,5875,1985-05-25T00:00:00Z, 15:30:00,-34,151,1,8,2,8,3,4,CART
22303,11022002,Northern giant petrel,Macronectes halli,MACHAL,1,0,N,5875,1985-05-25T00:00:00Z, 15:30:00,-34,151,1,8,2,8,3,4,CART
22304,11022002,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1,0,N,5875,1985-05-25T00:00:00Z, 15:30:00,-34,151,1,8,2,8,3,4,CART
22305,11022002,Australasian gannet,Morus serrator,MORSER,1,0,N,5875,1985-05-25T00:00:00Z, 15:30:00,-34,151,1,8,2,8,3,4,CART
22307,11023001,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,1,Y,5876,1985-05-26T00:00:00Z, 09:00:00,-34,151,8,0,0,0,0,1,CART
22308,11023001,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,1,1,Y,5876,1985-05-26T00:00:00Z, 09:00:00,-34,151,8,0,0,0,0,1,CART
22310,11023001,Yellow-nosed mollymawk sensu lato AD,Thalassarche carteri / chlororhynchos AD,THACARCHL AD,1,1,Y,5876,1985-05-26T00:00:00Z, 09:00:00,-34,151,8,0,0,0,0,1,CART
22311,11023001,Yellow-nosed mollymawk sensu lato JUV,Thalassarche carteri / chlororhynchos JUV,THACARCHL JUV,1,1,Y,5876,1985-05-26T00:00:00Z, 09:00:00,-34,151,8,0,0,0,0,1,CART
22313,11023001,Antarctic type prion,Pachyptila belcheri / desolata / salvini,PACBELDESSAL,1,0,N,5876,1985-05-26T00:00:00Z, 09:00:00,-34,151,8,0,0,0,0,1,CART
22314,11023001,Fairy prion,Pachyptila turtur,PACTUR,1,0,N,5876,1985-05-26T00:00:00Z, 09:00:00,-34,151,8,0,0,0,0,1,CART
22315,11023001,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1,0,N,5876,1985-05-26T00:00:00Z, 09:00:00,-34,151,8,0,0,0,0,1,CART
22316,11023001,Australasian gannet,Morus serrator,MORSER,1,0,N,5876,1985-05-26T00:00:00Z, 09:00:00,-34,151,8,0,0,0,0,1,CART
22319,11023002,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,1,1,Y,5877,1985-05-26T00:00:00Z, 09:40:00,-34,151,8,0,0,0,0,3,CART
22320,11023002,Yellow-nosed mollymawk sensu lato AD,Thalassarche carteri / chlororhynchos AD,THACARCHL AD,1,1,Y,5877,1985-05-26T00:00:00Z, 09:40:00,-34,151,8,0,0,0,0,3,CART
22321,11023002,Yellow-nosed mollymawk sensu lato JUV,Thalassarche carteri / chlororhynchos JUV,THACARCHL JUV,1,1,Y,5877,1985-05-26T00:00:00Z, 09:40:00,-34,151,8,0,0,0,0,3,CART
22322,11023002,Grey-headed mollymawk JUV,Thalassarche chrysostoma JUV,THACHR JUV,1,1,Y,5877,1985-05-26T00:00:00Z, 09:40:00,-34,151,8,0,0,0,0,3,CART
22323,11023002,Grey-headed mollymawk SUBAD,Thalassarche chrysostoma SUBAD,THACHR SUBAD,1,1,Y,5877,1985-05-26T00:00:00Z, 09:40:00,-34,151,8,0,0,0,0,3,CART
22325,11023002,Fairy prion,Pachyptila turtur,PACTUR,1,0,N,5877,1985-05-26T00:00:00Z, 09:40:00,-34,151,8,0,0,0,0,3,CART
22327,11023003,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,0,N,5878,1985-05-26T00:00:00Z, 12:00:00,-34,151,1,7,0,0,0,3,CART
22329,11023003,Yellow-nosed mollymawk sensu lato,Thalassarche carteri / chlororhynchos,THACARCHL,1,0,N,5878,1985-05-26T00:00:00Z, 12:00:00,-34,151,1,7,0,0,0,3,CART
22331,11023003,Providence petrel,Pterodroma solandri,PTESOL,2,0,N,5878,1985-05-26T00:00:00Z, 12:00:00,-34,151,1,7,0,0,0,3,CART
22332,11023003,Fluttering shearwater,Puffinus gavia,PUFGAV,1,0,N,5878,1985-05-26T00:00:00Z, 12:00:00,-34,151,1,7,0,0,0,3,CART
22334,11023003,Crested tern,Sterna bergii,STEBER,1,1,Y,5878,1985-05-26T00:00:00Z, 12:00:00,-34,151,1,7,0,0,0,3,CART
22335,11023004,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,0,N,5879,1985-05-26T00:00:00Z, 12:30:00,-34,151,1,7,0,0,0,3,CART
22336,11023004,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,2,0,N,5879,1985-05-26T00:00:00Z, 12:30:00,-34,151,1,7,0,0,0,3,CART
22337,11023004,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,5879,1985-05-26T00:00:00Z, 12:30:00,-34,151,1,7,0,0,0,3,CART
22338,11023004,Providence petrel,Pterodroma solandri,PTESOL,2,0,N,5879,1985-05-26T00:00:00Z, 12:30:00,-34,151,1,7,0,0,0,3,CART
22339,11023004,White-bellied storm petrel,Fregetta grallaria,FREGRA,1,0,N,5879,1985-05-26T00:00:00Z, 12:30:00,-34,151,1,7,0,0,0,3,CART
22341,11023005,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,0,N,5880,1985-05-26T00:00:00Z, 13:30:00,-34,151,8,0,1,0,0,1,CART
22342,11023005,Wandering albatross sensu lato JUV,Diomedea antipodensis / exulans JUV,DIOANTEXU JUV,1,0,N,5880,1985-05-26T00:00:00Z, 13:30:00,-34,151,8,0,1,0,0,1,CART
22343,11023005,Campbell black-browed mollymawk AD,Thalassarche impavida AD,THAIMP AD,1,0,N,5880,1985-05-26T00:00:00Z, 13:30:00,-34,151,8,0,1,0,0,1,CART
22347,11023005,Yellow-nosed mollymawk sensu lato AD,Thalassarche carteri / chlororhynchos AD,THACARCHL AD,1,0,N,5880,1985-05-26T00:00:00Z, 13:30:00,-34,151,8,0,1,0,0,1,CART
22348,11023005,Yellow-nosed mollymawk sensu lato JUV,Thalassarche carteri / chlororhynchos JUV,THACARCHL JUV,1,0,N,5880,1985-05-26T00:00:00Z, 13:30:00,-34,151,8,0,1,0,0,1,CART
22351,11023005,Southern black-backed gull JUV,Larus dominicanus JUV,LARDOM JUV,1,0,N,5880,1985-05-26T00:00:00Z, 13:30:00,-34,151,8,0,1,0,0,1,CART
22352,11023005,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,1,0,N,5880,1985-05-26T00:00:00Z, 13:30:00,-34,151,8,0,1,0,0,1,CART
22358,11023006,Black-browed mollymawk,Thalassarche melanophris,THAMEL,1,1,Y,5881,1985-05-26T00:00:00Z, 15:30:00,-34,151,8,0,0,0,1,1,CART
22360,11023006,Yellow-nosed mollymawk sensu lato,Thalassarche carteri / chlororhynchos,THACARCHL,1,1,Y,5881,1985-05-26T00:00:00Z, 15:30:00,-34,151,8,0,0,0,1,1,CART
22361,11023006,Northern giant petrel JUV,Macronectes halli JUV,MACHAL JUV,1,1,Y,5881,1985-05-26T00:00:00Z, 15:30:00,-34,151,8,0,0,0,1,1,CART
22362,11023006,Fluttering shearwater,Puffinus gavia,PUFGAV,1,0,N,5881,1985-05-26T00:00:00Z, 15:30:00,-34,151,8,0,0,0,1,1,CART
22363,11023006,Hutton's shearwater,Puffinus huttoni,PUFHUT,1,0,N,5881,1985-05-26T00:00:00Z, 15:30:00,-34,151,8,0,0,0,1,1,CART
22364,11023006,Australasian gannet AD,Morus serrator AD,MORSER AD,1,0,N,5881,1985-05-26T00:00:00Z, 15:30:00,-34,151,8,0,0,0,1,1,CART
22365,11023006,Subantarctic skua,Catharacta antarctica,CATANT,1,1,Y,5881,1985-05-26T00:00:00Z, 15:30:00,-34,151,8,0,0,0,1,1,CART
22373,11024001,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,1,1,Y,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22374,11024001,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,1,1,Y,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22381,11024001,Northern giant petrel AD,Macronectes halli AD,MACHAL AD,1,1,Y,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22382,11024001,Northern giant petrel JUV,Macronectes halli JUV,MACHAL JUV,1,1,Y,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22383,11024001,Southern giant petrel JUV,Macronectes giganteus  JUV,MACGIG JUV,1,1,Y,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22385,11024001,Great-winged / Grey-faced petrel,Pterodroma macroptera macroptera / gouldi,PTEMACMACGOU,2,0,N,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22387,11024001,Sooty shearwater,Puffinus griseus,PUFGRI,1,1,Y,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22389,11024001,Subantarctic skua,Catharacta antarctica,CATANT,1,0,N,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22390,11024001,Red-billed gull AD,Larus novaehollandiae AD,LARNOV AD,2,2,Y,5882,1985-06-23T00:00:00Z, 08:30:00,-38,140,8,0,1,0,3,3,CART
22406,11024002,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,5883,1985-06-23T00:00:00Z, 10:30:00,-38,140,8,0,2,0,6,5,CART
22407,11024002,Thin-billed prion,Pachyptila belcheri,PACBEL,1,1,Y,5883,1985-06-23T00:00:00Z, 10:30:00,-38,140,8,0,2,0,6,5,CART
22409,11024002,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1,1,Y,5883,1985-06-23T00:00:00Z, 10:30:00,-38,140,8,0,2,0,6,5,CART
22411,11024002,White-fronted tern,Sterna striata,STESTR,1,0,N,5883,1985-06-23T00:00:00Z, 10:30:00,-38,140,8,0,2,0,6,5,CART
22412,11024002,Crested tern,Sterna bergii,STEBER,1,0,N,5883,1985-06-23T00:00:00Z, 10:30:00,-38,140,8,0,2,0,6,5,CART
22413,11024003,Grey-headed mollymawk JUV,Thalassarche chrysostoma JUV,THACHR JUV,1,0,N,5884,1985-06-23T00:00:00Z, 12:00:00,-38,140,1,7,2,0,6,5,CART
22414,11025001,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,0,N,5885,1985-07-27T00:00:00Z, 10:00:00,-34,151,8,0,2,8,5,4,CART
22427,11025001,Thin-billed prion,Pachyptila belcheri,PACBEL,1,1,Y,5885,1985-07-27T00:00:00Z, 10:00:00,-34,151,8,0,2,8,5,4,CART
22429,11025001,Grey-backed storm petrel,Garrodia nereis,GARNER,1,1,Y,5885,1985-07-27T00:00:00Z, 10:00:00,-34,151,8,0,2,8,5,4,CART
22430,11025001,White-faced storm petrel,Pelagodroma marina,PELMAR,1,1,Y,5885,1985-07-27T00:00:00Z, 10:00:00,-34,151,8,0,2,8,5,4,CART
22432,11025002,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,1,Y,5886,1985-07-27T00:00:00Z, 10:30:00,-34,151,8,0,1,8,5,4,CART
22436,11025002,Shy / White-capped mollymawk AD,Thallassarche cauta cauta / steadi AD,THACAUCAUSTE AD,1,1,Y,5886,1985-07-27T00:00:00Z, 10:30:00,-34,151,8,0,1,8,5,4,CART
22439,11025002,Southern giant petrel JUV,Macronectes giganteus  JUV,MACGIG JUV,3,3,Y,5886,1985-07-27T00:00:00Z, 10:30:00,-34,151,8,0,1,8,5,4,CART
22441,11025002,Great-winged / Grey-faced petrel,Pterodroma macroptera macroptera / gouldi,PTEMACMACGOU,1,0,N,5886,1985-07-27T00:00:00Z, 10:30:00,-34,151,8,0,1,8,5,4,CART
22442,11025002,Providence petrel,Pterodroma solandri,PTESOL,2,0,N,5886,1985-07-27T00:00:00Z, 10:30:00,-34,151,8,0,1,8,5,4,CART
22444,11025002,Arctic tern,Sterna paradisaea,STEPAR2,1,0,N,5886,1985-07-27T00:00:00Z, 10:30:00,-34,151,8,0,1,8,5,4,CART
22446,11025002,Antarctic prion,Pachyptila desolata,PACDES,1,0,N,5886,1985-07-27T00:00:00Z, 10:30:00,-34,151,8,0,1,8,5,4,CART
22447,11025002,Chatham Island mollymawk JUV,Thalassarche eremita JUV,THAERE JUV,1,1,Y,5886,1985-07-27T00:00:00Z, 10:30:00,-34,151,8,0,1,8,5,4,CART
22448,11025003,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,5887,1985-07-27T00:00:00Z, 11:00:00,-34,151,1,8,1,0,5,4,CART
22449,11025004,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,1,Y,5888,1985-07-27T00:00:00Z, 13:00:00,-34,151,8,0,1,0,5,4,CART
22452,11025004,Southern giant petrel JUV,Macronectes giganteus  JUV,MACGIG JUV,1,1,Y,5888,1985-07-27T00:00:00Z, 13:00:00,-34,151,8,0,1,0,5,4,CART
22456,11025004,Australasian gannet,Morus serrator,MORSER,1,0,N,5888,1985-07-27T00:00:00Z, 13:00:00,-34,151,8,0,1,0,5,4,CART
22463,11025005,Campbell black-browed mollymawk AD,Thalassarche impavida AD,THAIMP AD,1,1,Y,5889,1985-07-27T00:00:00Z, 14:40:00,-34,150,1,8,1,0,4,4,CART
22464,11025005,Yellow-nosed mollymawk sensu lato,Thalassarche carteri / chlororhynchos,THACARCHL,2,2,Y,5889,1985-07-27T00:00:00Z, 14:40:00,-34,150,1,8,1,0,4,4,CART
22465,11025005,Northern giant petrel JUV,Macronectes halli JUV,MACHAL JUV,1,1,Y,5889,1985-07-27T00:00:00Z, 14:40:00,-34,150,1,8,1,0,4,4,CART
22466,11025005,Cape petrel,Daption capense,DAPCAP,1,0,N,5889,1985-07-27T00:00:00Z, 14:40:00,-34,150,1,8,1,0,4,4,CART
22472,11025005,Crested tern,Sterna bergii,STEBER,3,0,N,5889,1985-07-27T00:00:00Z, 14:40:00,-34,150,1,8,1,0,4,4,CART
22473,11026001,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,0,N,5890,1985-07-28T00:00:00Z, 07:00:00,-34,151,1,9,0,0,3,3,CART
22478,11026001,Yellow-nosed mollymawk sensu lato,Thalassarche carteri / chlororhynchos,THACARCHL,1,1,Y,5890,1985-07-28T00:00:00Z, 07:00:00,-34,151,1,9,0,0,3,3,CART
22479,11026001,Southern giant petrel,Macronectes giganteus,MACGIG,1,1,Y,5890,1985-07-28T00:00:00Z, 07:00:00,-34,151,1,9,0,0,3,3,CART
22483,11026001,Australasian gannet AD,Morus serrator AD,MORSER AD,2,0,N,5890,1985-07-28T00:00:00Z, 07:00:00,-34,151,1,9,0,0,3,3,CART
22487,11026001,Antarctic prion,Pachyptila desolata,PACDES,1,0,N,5890,1985-07-28T00:00:00Z, 07:00:00,-34,151,1,9,0,0,3,3,CART
22488,11026002,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,1,Y,5891,1985-07-28T00:00:00Z, 08:45:00,-34,151,8,0,0,0,2,3,CART
22495,11026002,Northern giant petrel JUV,Macronectes halli JUV,MACHAL JUV,1,1,Y,5891,1985-07-28T00:00:00Z, 08:45:00,-34,151,8,0,0,0,2,3,CART
22496,11026002,Great-winged / Grey-faced petrel,Pterodroma macroptera macroptera / gouldi,PTEMACMACGOU,2,0,N,5891,1985-07-28T00:00:00Z, 08:45:00,-34,151,8,0,0,0,2,3,CART
22498,11026002,Thin-billed prion,Pachyptila belcheri,PACBEL,2,0,N,5891,1985-07-28T00:00:00Z, 08:45:00,-34,151,8,0,0,0,2,3,CART
22500,11026002,White-faced storm petrel,Pelagodroma marina,PELMAR,1,0,N,5891,1985-07-28T00:00:00Z, 08:45:00,-34,151,8,0,0,0,2,3,CART
22501,11026002,Australasian gannet AD,Morus serrator AD,MORSER AD,1,0,N,5891,1985-07-28T00:00:00Z, 08:45:00,-34,151,8,0,0,0,2,3,CART
22502,11026002,Subantarctic skua,Catharacta antarctica,CATANT,1,1,Y,5891,1985-07-28T00:00:00Z, 08:45:00,-34,151,8,0,0,0,2,3,CART
22510,11026003,Southern royal albatross SUBAD,Diomedea epomophora SUBAD,DIOEPO SUBAD,1,0,N,5892,1985-07-28T00:00:00Z, 09:45:00,-34,151,8,0,0,0,2,3,CART
22524,11026003,White-headed petrel,Pterodroma lessonii,PTELES,2,0,N,5892,1985-07-28T00:00:00Z, 09:45:00,-34,151,8,0,0,0,2,3,CART
22527,11026003,Subantarctic skua,Catharacta antarctica,CATANT,1,1,Y,5892,1985-07-28T00:00:00Z, 09:45:00,-34,151,8,0,0,0,2,3,CART
22548,11026004,Northern giant petrel JUV,Macronectes halli JUV,MACHAL JUV,1,1,Y,5893,1985-07-28T00:00:00Z, 12:40:00,-34,151,8,0,0,0,2,3,CART
22551,11026004,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,5893,1985-07-28T00:00:00Z, 12:40:00,-34,151,8,0,0,0,2,3,CART
22552,11026004,Providence petrel,Pterodroma solandri,PTESOL,2,0,N,5893,1985-07-28T00:00:00Z, 12:40:00,-34,151,8,0,0,0,2,3,CART
22554,11026004,White-faced storm petrel,Pelagodroma marina,PELMAR,1,1,Y,5893,1985-07-28T00:00:00Z, 12:40:00,-34,151,8,0,0,0,2,3,CART
22555,11026004,Subantarctic skua,Catharacta antarctica,CATANT,1,1,Y,5893,1985-07-28T00:00:00Z, 12:40:00,-34,151,8,0,0,0,2,3,CART
22560,11027001,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,0,N,5894,1985-08-24T00:00:00Z, 06:50:00,-34,151,1,8,1,0,1,1,CART
22561,11027001,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,5894,1985-08-24T00:00:00Z, 06:50:00,-34,151,1,8,1,0,1,1,CART
22564,11027001,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,3,0,N,5894,1985-08-24T00:00:00Z, 06:50:00,-34,151,1,8,1,0,1,1,CART
22567,11027001,Fairy prion,Pachyptila turtur,PACTUR,1,0,N,5894,1985-08-24T00:00:00Z, 06:50:00,-34,151,1,8,1,0,1,1,CART
22569,11027001,Fluttering shearwater,Puffinus gavia,PUFGAV,1,0,N,5894,1985-08-24T00:00:00Z, 06:50:00,-34,151,1,8,1,0,1,1,CART
22570,11027001,Little shearwater,Puffinus assimilis,PUFASS,1,0,N,5894,1985-08-24T00:00:00Z, 06:50:00,-34,151,1,8,1,0,1,1,CART
22572,11027001,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,1,0,N,5894,1985-08-24T00:00:00Z, 06:50:00,-34,151,1,8,1,0,1,1,CART
22584,11027002,Hutton's shearwater,Puffinus huttoni,PUFHUT,8,0,N,5895,1985-08-24T00:00:00Z, 08:50:00,-34,151,8,0,1,0,3,3,CART
22585,11027002,White-faced storm petrel,Pelagodroma marina,PELMAR,1,0,N,5895,1985-08-24T00:00:00Z, 08:50:00,-34,151,8,0,1,0,3,3,CART
22591,11027003,Shy / White-capped mollymawk SUBAD,Thallassarche cauta cauta / steadi SUBAD,THACAUCAUSTE SUBAD,1,1,Y,5896,1985-08-24T00:00:00Z, 10:40:00,-34,151,8,0,0,0,3,3,CART
22604,11027004,Shy / white-capped / Salvin's /  Chatham mollymawk AD,Thalassarche cauta / salvini / eremita AD,THACAUSALERE AD,1,1,Y,5897,1985-08-24T00:00:00Z, 13:20:00,-34,151,8,0,0,0,4,3,CART
22612,11027004,White-fronted tern JUV,Sterna striata JUV,STESTR JUV,1,0,N,5897,1985-08-24T00:00:00Z, 13:20:00,-34,151,8,0,0,0,4,3,CART
22614,11028001,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,5898,1985-08-25T00:00:00Z, 08:50:00,-34,151,1,10,1,0,2,3,CART
22616,11028001,Shy / white-capped / Salvin's /  Chatham mollymawk AD,Thalassarche cauta / salvini / eremita AD,THACAUSALERE AD,1,1,Y,5898,1985-08-25T00:00:00Z, 08:50:00,-34,151,1,10,1,0,2,3,CART
22617,11028001,Yellow-nosed mollymawk sensu lato AD,Thalassarche carteri / chlororhynchos AD,THACARCHL AD,1,1,Y,5898,1985-08-25T00:00:00Z, 08:50:00,-34,151,1,10,1,0,2,3,CART
22619,11028001,Providence petrel,Pterodroma solandri,PTESOL,3,0,N,5898,1985-08-25T00:00:00Z, 08:50:00,-34,151,1,10,1,0,2,3,CART
22622,11028001,Hutton's shearwater,Puffinus huttoni,PUFHUT,6,0,N,5898,1985-08-25T00:00:00Z, 08:50:00,-34,151,1,10,1,0,2,3,CART
22623,11028001,White-faced storm petrel,Pelagodroma marina,PELMAR,1,0,N,5898,1985-08-25T00:00:00Z, 08:50:00,-34,151,1,10,1,0,2,3,CART
22633,11028002,Southern giant petrel JUV,Macronectes giganteus  JUV,MACGIG JUV,1,1,Y,5899,1985-08-25T00:00:00Z, 09:45:00,-34,151,8,0,0,0,2,3,CART
22634,11028002,Cape petrel,Daption capense,DAPCAP,1,1,Y,5899,1985-08-25T00:00:00Z, 09:45:00,-34,151,8,0,0,0,2,3,CART
22635,11028002,White-headed petrel,Pterodroma lessonii,PTELES,2,0,N,5899,1985-08-25T00:00:00Z, 09:45:00,-34,151,8,0,0,0,2,3,CART
22643,11028003,Black-browed albatross sensu lato JUV,Diomedea impavida / melanophrys JUV,DIOIMPMEL JUV,2,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22644,11028003,Yellow-nosed mollymawk sensu lato JUV,Thalassarche carteri / chlororhynchos JUV,THACARCHL JUV,1,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22645,11028003,Northern giant petrel JUV,Macronectes halli JUV,MACHAL JUV,1,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22646,11028003,Cape petrel,Daption capense,DAPCAP,5,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22647,11028003,Great-winged / Grey-faced petrel,Pterodroma macroptera macroptera / gouldi,PTEMACMACGOU,1,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22648,11028003,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22650,11028003,Fairy prion,Pachyptila turtur,PACTUR,3,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22651,11028003,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22652,11028003,Subantarctic skua,Catharacta antarctica,CATANT,1,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22653,11028003,Red-billed gull,Larus novaehollandiae,LARNOV,30,0,N,5900,1985-08-25T00:00:00Z, 11:00:00,-34,151,1,7,0,0,2,3,CART
22655,11028004,White-fronted tern,Sterna striata,STESTR,1,0,N,5901,1985-08-25T00:00:00Z, 12:00:00,-34,151,1,7,0,0,2,3,CART
22657,11028005,Providence petrel,Pterodroma solandri,PTESOL,3,0,N,5902,1985-08-25T00:00:00Z, 13:00:00,-34,151,1,5,0,0,1,1,CART
22658,11028005,Fairy prion,Pachyptila turtur,PACTUR,25,0,N,5902,1985-08-25T00:00:00Z, 13:00:00,-34,151,1,5,0,0,1,1,CART
22660,11028005,White-faced storm petrel,Pelagodroma marina,PELMAR,15,0,N,5902,1985-08-25T00:00:00Z, 13:00:00,-34,151,1,5,0,0,1,1,CART
22661,11028005,Australasian gannet AD,Morus serrator AD,MORSER AD,1,0,N,5902,1985-08-25T00:00:00Z, 13:00:00,-34,151,1,5,0,0,1,1,CART
22662,11028006,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,1,1,Y,5903,1985-08-25T00:00:00Z, 14:00:00,-34,151,8,0,0,0,2,3,CART
22664,11028006,Shy / white-capped / Salvin's /  Chatham mollymawk AD,Thalassarche cauta / salvini / eremita AD,THACAUSALERE AD,1,1,Y,5903,1985-08-25T00:00:00Z, 14:00:00,-34,151,8,0,0,0,2,3,CART
22665,11028006,Shy / white-capped / Salvin's /  Chatham mollymawk JUV,Thalassarche cauta / salvini / eremita JUV,THACAUSALERE JUV,1,1,Y,5903,1985-08-25T00:00:00Z, 14:00:00,-34,151,8,0,0,0,2,3,CART
22670,11028006,Cape petrel,Daption capense,DAPCAP,1,1,Y,5903,1985-08-25T00:00:00Z, 14:00:00,-34,151,8,0,0,0,2,3,CART
22671,11028006,Providence petrel,Pterodroma solandri,PTESOL,1,0,N,5903,1985-08-25T00:00:00Z, 14:00:00,-34,151,8,0,0,0,2,3,CART
22679,11031001,Light-mantled sooty albatross AD,Phoebetria palpebrata AD,PHOPAL AD,1,0,N,5904,1985-09-30T00:00:00Z, 14:00:00,-52.95,80.56666666666666,1,13,2,10,6,6,CART
22680,11031001,Giant petrel sensu lato,Macronectes sp.,MACSP,1,0,N,5904,1985-09-30T00:00:00Z, 14:00:00,-52.95,80.56666666666666,1,13,2,10,6,6,CART
22681,11031001,Antarctic fulmar,Fulmarus glacialoides,FULGLA,4,0,N,5904,1985-09-30T00:00:00Z, 14:00:00,-52.95,80.56666666666666,1,13,2,10,6,6,CART
22682,11031001,Cape petrel,Daption capense,DAPCAP,3,2,Y,5904,1985-09-30T00:00:00Z, 14:00:00,-52.95,80.56666666666666,1,13,2,10,6,6,CART
22683,11031001,Blue petrel,Halobaena caerulea,HALCAE,2,0,N,5904,1985-09-30T00:00:00Z, 14:00:00,-52.95,80.56666666666666,1,13,2,10,6,6,CART
22684,11031001,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2,0,N,5904,1985-09-30T00:00:00Z, 14:00:00,-52.95,80.56666666666666,1,13,2,10,6,6,CART
22685,11031002,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,2,0,N,5905,1985-09-30T00:00:00Z, 14:30:00,-52.95,80.95,1,13,2,0,7,6,CART
22686,11031002,Giant petrel sensu lato,Macronectes sp.,MACSP,1,0,N,5905,1985-09-30T00:00:00Z, 14:30:00,-52.95,80.95,1,13,2,0,7,6,CART
22687,11031002,Antarctic fulmar,Fulmarus glacialoides,FULGLA,3,0,N,5905,1985-09-30T00:00:00Z, 14:30:00,-52.95,80.95,1,13,2,0,7,6,CART
22688,11031002,Cape petrel,Daption capense,DAPCAP,2,0,N,5905,1985-09-30T00:00:00Z, 14:30:00,-52.95,80.95,1,13,2,0,7,6,CART
22689,11031002,Kerguelen petrel,Lugensa brevirostris,LUGBRE,1,0,N,5905,1985-09-30T00:00:00Z, 14:30:00,-52.95,80.95,1,13,2,0,7,6,CART
